Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Global_Sales,Year
6427,Beautiful Katamari,Puzzle,E,X360,Namco Bandai,Now Production,7.3,,0.32,0.32,2007.0
6429,Vin Diesel: Wheelman,Racing,T,PS3,Ubisoft,Tigon,6.9,,0.32,0.32,2009.0
6431,Chibi-Robo! Zip Lash,Platform,E,3DS,Nintendo,Nintendo,5.5,,0.32,0.32,2015.0
6432,Tony Hawk's American Wasteland,Sports,T,X360,Activision,Neversoft Entertainment,8.2,,0.32,0.32,2005.0
6438,Folklore,Role-Playing,T,PS3,Sony Computer Entertainment,Game Republic,7.5,8.7,0.32,0.32,2007.0
6452,Phineas and Ferb: Across the 2nd Dimension,Action,E10,PS3,Disney Interactive Studios,High Impact Games,6.8,,0.32,0.32,2011.0
6465,WipEout Pulse,Racing,E10,PSP,Sony Computer Entertainment,Studio Liverpool,8.2,,0.32,0.32,2008.0
6467,Prey,Shooter,M,X360,2K Games,Venom Games / Human Head Studios,8.2,,0.32,0.32,2006.0
6490,Marvel Nemesis: Rise of the Imperfects,Fighting,T,PSP,Electronic Arts,Team Fusion,6.8,,0.32,0.32,2005.0
6497,Test Drive Unlimited,Racing,E10,X360,Atari,Eden Studios,8.0,,0.32,0.32,2006.0
6498,Singularity,Shooter,M,X360,Activision,Raven Software,7.7,,0.32,0.32,2010.0
6503,Clive Barker's Jericho,Shooter,M,X360,Codemasters,Mercury Steam / Alchemic Productions,5.8,,0.32,0.32,2007.0
6508,Payday 2,Shooter,M,PS4,505 Games,Overkill Software,6.5,,0.32,0.32,2015.0
6513,BlazBlue: Continuum Shift,Fighting,T,X360,Aksys Games,Arc System Works,8.6,,0.32,0.32,2010.0
6516,Rugby World Cup 2011,Sports,E,PS3,505 Games,HB Studios Multimedia,4.5,,0.32,0.32,2011.0
6519,Crash of the Titans,Action,E10,X360,Sierra Entertainment,Radical Entertainment,6.6,,0.32,0.32,2007.0
6528,Etrian Odyssey III: The Drowned City,Role-Playing,E10,DS,Atlus,Atlus Co. / Lancarse,7.3,,0.31,0.31,2010.0
6540,Bust-A-Move Universe,Puzzle,E,3DS,Square Enix,Arika,5.6,,0.31,0.31,2011.0
6552,Sonic Boom: Rise of Lyric,Action-Adventure,E10,WiiU,Sega,Big Red Button,3.7,,0.31,0.31,2014.0
6554,Catherine,Puzzle,M,X360,Atlus,Atlus,7.9,,0.31,0.31,2011.0
6557,Namco Museum: Virtual Arcade,Misc,E10,X360,Namco Bandai,Namco Bandai Games,7.0,,0.31,0.31,2008.0
6564,Mega Man Maverick Hunter X,Platform,E10,PSP,Capcom,Capcom,7.9,,0.31,0.31,2006.0
6575,Fuel,Racing,E,X360,Codemasters,Asobo Studios,6.6,,0.31,0.31,2009.0
6582,Dark Void,Action,T,X360,Capcom,Airtight Games,6.1,,0.31,0.31,2010.0
6611,Mega Man Zero Collection,Platform,E,DS,Capcom,Inti Creates,7.5,,0.31,0.31,2010.0
6615,Tiger Woods PGA Tour 06,Sports,E,X360,EA Sports,EA Sports,6.9,,0.31,0.31,2005.0
6627,Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,Strategy,E10,DS,Konami,Konami,7.6,,0.31,0.31,2010.0
6638,Spider-Man 3,Platform,T,PSP,Activision,Treyarch,5.3,,0.31,0.31,2007.0
6656,Star Wars Episode III: Revenge of the Sith,Action,E10,DS,Ubisoft,Ubisoft Montreal,7.3,,0.31,0.31,2005.0
6657,Silent Hill: Shattered Memories,Adventure,M,PSP,Konami,Climax Group,7.8,,0.31,0.31,2010.0
6663,NBA Live 08,Sports,E,PSP,Electronic Arts,EA Canada,6.8,,0.31,0.31,2007.0
6668,NASCAR 2011: The Game,Racing,E,X360,Activision,Eutechnyx,6.0,,0.31,0.31,2011.0
6674,Contra 4,Shooter,T,DS,Konami,WayForward Technologies,8.1,,0.3,0.3,2007.0
6676,The King of Fighters XIII,Fighting,T,PS3,Atlus,SNK Playmore Corporation,7.8,,0.3,0.3,2011.0
6677,Def Jam Rapstar,Misc,T,X360,Konami,4mm Games / Terminal Reality,7.4,,0.3,0.3,2010.0
6686,Madagascar,Platform,E,DS,Activision,Vicarious Visions,6.3,,0.3,0.3,2005.0
6688,Tom Clancy's Splinter Cell 3D,Action,T,3DS,Ubisoft,Gameloft,8.0,,0.3,0.3,2011.0
6696,Lumines ll,Puzzle,E10,PSP,Buena Vista,Q Entertainment,8.0,,0.3,0.3,2006.0
6702,Monopoly for Nintendo Switch,Board Game,E,NS,Ubisoft,Engine Software,5.3,,0.3,0.3,2017.0
6706,Sing Party,Party,E10,WiiU,Nintendo,FreeStyleGames,6.8,,0.3,0.3,2012.0
6714,PowerUp Heroes,Fighting,E10,X360,Ubisoft,Ubisoft,4.0,,0.3,0.3,2011.0
6717,Looney Tunes: Duck Amuck,Action,E,DS,Warner Bros. Interactive,WayForward Technologies,6.4,,0.3,0.3,2007.0
6718,Resident Evil Archives: Resident Evil,Action,M,Wii,Capcom,Capcom Production Studio 4,7.6,,0.3,0.3,2009.0
6719,Magna Carta 2,Role-Playing,T,X360,Namco Bandai,SoftMax,6.6,,0.3,0.3,2009.0
6731,Shovel Knight,Platform,E,WiiU,Yacht Club Games,Yacht Club Games,9.0,,0.3,,2014.0
6752,Dynasty Warriors 6,Action,T,X360,KOEI,Omega Force,6.2,,0.3,0.3,2008.0
6772,Fist of the North Star: Ken's Rage 2,Action,M,PS3,Tecmo Koei,Koei,5.0,,0.3,0.3,2013.0
6780,Shaun White Snowboarding: World Stage,Sports,E,Wii,Ubisoft,Ubisoft Montreal,7.2,,0.3,0.3,2009.0
6788,Capcom Classics Collection Remixed,Misc,T,PSP,Capcom,Digital Eclipse,7.7,,0.3,0.3,2006.0
6790,Radiant Historia,Role-Playing,E10,DS,Atlus,Atlus Co.,8.5,,0.3,0.3,2011.0
6791,Guitar Hero: Van Halen,Misc,T,X360,Activision,Neversoft Entertainment,6.2,,0.3,0.3,2009.0
6793,Batman: The Brave and the Bold the Videogame,Action,E10,DS,Warner Bros. Interactive,WayForward Technologies,7.5,,0.3,0.3,2010.0
6802,N3: Ninety-Nine Nights,Action,M,X360,Microsoft Game Studios,Q Entertainment / Phantagram,6.3,,0.3,0.3,2006.0
6803,Syphon Filter: Dark Mirror,Shooter,M,PSP,Sony Computer Entertainment,SCEA Bend Studio,8.5,,0.3,0.3,2006.0
6808,MySims SkyHeroes,Action,E10,Wii,Electronic Arts,The Sims Studio,6.4,,0.3,0.3,2010.0
6813,Spider-Man: Friend or Foe,Action,E10,X360,Activision,Next Level Games,5.9,,0.29,0.29,2007.0
6822,Naruto to Boruto: Shinobi Striker,Action,T,PS4,Bandai Namco Games,Soleil Software Studio Inc.,8.5,,0.29,0.29,2018.0
6826,Glory of Heracles,Role-Playing,E10,DS,Nintendo,Paon Corporation,6.8,,0.29,0.29,2010.0
6831,Little King's Story,Strategy,T,Wii,Xseed Games,Cing Inc. / Town Factory,8.5,9.0,0.29,0.29,2009.0
6835,Call of Juarez: The Cartel,Shooter,M,PS3,Ubisoft,Techland,5.4,,0.29,0.29,2011.0
6841,Assassin's Creed IV: Black Flag,Action-Adventure,M,WiiU,Ubisoft,Ubisoft Montreal,8.5,,0.29,0.29,2013.0
6843,X-Men Legends II: Rise of Apocalypse,Role-Playing,T,PSP,Activision,Vicarious Visions,8.5,,0.29,0.29,2005.0
6844,Dynasty Warriors: Strikeforce,Action,T,PS3,Tecmo Koei,Omega Force,6.8,,0.29,0.29,2010.0
6847,Up,Adventure,E10,X360,THQ,THQ,6.5,,0.29,0.29,2009.0
6849,Harvest Moon: Magical Melody,Simulation,E,Wii,Natsume,Marvelous Interactive,6.3,,0.29,0.29,2009.0
6851,NBA Live 06,Sports,E,X360,EA Sports,EA Canada,6.5,,0.29,0.29,2005.0
6852,Kenka Bancho: Badass Rumble,Action,T,PSP,Atlus,Spike,7.0,,0.29,0.29,2009.0
6853,FlatOut: Head On,Racing,T,PSP,Warner Bros. Interactive,Bugbear Entertainment,7.3,,0.29,0.29,2008.0
6856,Zoo Tycoon 2 DS,Strategy,E,DS,THQ,Altron,6.9,,0.29,0.29,2008.0
6860,Wanted: Weapons of Fate,Shooter,M,PS3,Warner Bros. Interactive,GRIN,6.2,,0.29,0.29,2009.0
6862,Just Dance 2017,Music,E10,NS,Ubisoft,Ubisoft Paris,6.5,,0.29,0.29,2017.0
6863,NieR,Role-Playing,M,X360,Square Enix,Cavia Inc.,6.4,,0.29,0.29,2010.0
6864,Ace Combat: Joint Assault,Simulation,T,PSP,Namco Bandai,Project ACES,7.0,,0.29,0.29,2010.0
6876,Prince of Persia: Rival Swords,Action,T,Wii,Ubisoft,Ubisoft Montreal,7.0,,0.29,0.29,2007.0
6879,The Chronicles of Riddick: Assault on Dark Athena,Shooter,M,X360,Atari,Starbreeze Studios AB,8.2,,0.29,0.29,2009.0
6884,Phoenix Wright: Ace Attorney: Spirit of Justice,Adventure,T,3DS,Capcom,Capcom,8.1,,0.29,0.29,2016.0
6886,Trace Memory,Adventure,T,DS,Nintendo,Cing,6.5,,0.29,0.29,2005.0
6899,Trauma Center: New Blood,Simulation,T,Wii,Atlus,Atlus Co.,7.5,,0.29,0.29,2007.0
6903,The BIGS 2,Sports,E10,Wii,2K Sports,Blue Castle Games,6.3,,0.29,0.29,2009.0
6907,Sonic Boom: Shattered Crystal,Platform,E,3DS,Sega,Sanzaru Games,3.8,,0.29,0.29,2014.0
6919,The Legend of Legacy,Role-Playing,E10,3DS,Atlus,Cattle Call,6.0,,0.29,0.29,2015.0
6921,Majin and the Forsaken Kingdom,Adventure,T,PS3,Namco Bandai,Game Republic,7.0,,0.29,0.29,2010.0
6928,MLB Power Pros,Sports,E,Wii,2K Sports,PawaPuro Production,8.5,,0.29,0.29,2007.0
6937,Sengoku Basara: Samurai Heroes,Action,T,Wii,Capcom,Capcom,6.0,,0.29,0.29,2010.0
6939,Warriors Orochi 2,Action,T,PSP,KOEI,Omega Force,5.3,,0.29,0.29,2009.0
6948,Dead Rising: Chop Till You Drop,Action,M,Wii,Capcom,Capcom Production Studio 1 / TOSE Software,6.7,7.2,0.29,0.29,2009.0
6951,Feel the Magic XY/XX,Puzzle,T,DS,Sega,Sonic Team,7.7,,0.29,0.29,2004.0
6954,Ever Oasis,Role-Playing,E10,3DS,Nintendo,GREZZO,8.1,,0.29,0.29,2017.0
6966,Rock Revolution,Misc,T,X360,Konami,Zoe Mode / HB Studios,3.6,,0.29,0.29,2008.0
6985,The Golden Compass,Adventure,E10,PS3,Sega,Shiny Entertainment,4.3,,0.29,0.29,2007.0
7005,Assassin's Creed II: Discovery,Platform,T,DS,Ubisoft,Griptonite Games,7.3,,0.28,0.28,2009.0
7018,DeathSmiles,Shooter,T,X360,Aksys Games,Cave,8.0,,0.28,0.28,2010.0
7024,Pirates of the Caribbean: Dead Man's Chest,Adventure,T,PSP,Buena Vista,Griptonite Games,4.3,,0.28,0.28,2006.0
7029,WarioWare Gold,Misc,E10,3DS,Nintendo,Intelligent Systems,8.1,,0.28,0.28,2018.0
7037,Guitar Hero: Van Halen,Misc,T,Wii,Activision,Neversoft Entertainment,5.0,,0.28,0.28,2009.0
7039,Medieval Moves: Deadmund's Quest,Action,E10,PS3,Sony Computer Entertainment,Zindagi Games,7.0,,0.28,0.28,2011.0
7040,SAW,Action,M,X360,Konami,Zombie Studios,6.2,,0.28,0.28,2009.0
7048,Transformers: Dark of the Moon,Action,T,X360,Activision,High Moon Studios,6.5,,0.28,0.28,2011.0
7051,El Shaddai: Ascension of the Metatron,Action,T,PS3,Ignition Entertainment,Ignition Entertainment,8.0,,0.28,0.28,2011.0
7052,Operation Flashpoint: Red River,Shooter,M,X360,Codemasters,Codemasters,7.0,,0.28,0.28,2011.0
7067,Batman: The Brave and the Bold the Videogame,Action,E10,Wii,Warner Bros. Interactive,WayForward Technologies,7.5,,0.28,0.28,2010.0
7071,Dead to Rights: Retribution,Shooter,M,PS3,Namco Bandai,Volatile Games,6.0,,0.28,0.28,2010.0
7073,MLB 07: The Show,Sports,E,PSP,Sony Computer Entertainment,SCEA San Diego Studios,8.1,,0.28,0.28,2007.0
7081,Mega Man ZX,Platform,E,DS,Capcom,Inti Creates,8.1,,0.28,0.28,2006.0
7089,Need for Speed: Most Wanted (2012),Racing,E10,WiiU,Electronic Arts,Criterion Games,8.4,,0.28,0.28,2013.0
7102,Guitar Hero: Van Halen,Misc,T,PS3,Activision,Neversoft Entertainment,6.2,,0.28,0.28,2009.0
7107,Patapon 3,Platform,E,PSP,Sony Computer Entertainment,Pyramid/JAPAN Studio,7.4,,0.28,0.28,2011.0
7119,Darksiders,Action,M,PS3,THQ,Vigil Games,7.8,8.5,0.28,0.28,2010.0
7126,EyePet,Simulation,E,PSP,Sony Computer Entertainment,SCEE London Studio,4.9,,0.28,0.28,2010.0
7130,Rugby World Cup 2011,Sports,E,X360,505 Games,HB Studios Multimedia,4.8,,0.28,0.28,2011.0
7131,Virtua Fighter 5 Online,Fighting,T,X360,Sega,Sega-AM2,9.2,,0.28,0.28,2007.0
7137,The Warriors,Action,M,PSP,Rockstar Games,Rockstar Toronto / Leeds,8.1,,0.28,0.28,2007.0
7141,ExciteBots: Trick Racing,Racing,E,Wii,Nintendo,Monster Games,7.7,,0.28,0.28,2009.0
7143,The Binding of Isaac: Afterbirth+,Action,M,NS,Nicalis,Nicalis,9.0,,0.28,0.28,2017.0
7151,Gundam Versus,Action,T,PS4,Namco Bandai Games,Namco Bandai Games,7.3,,0.28,0.28,2017.0
7152,Shin Megami Tensei: Strange Journey,Role-Playing,M,DS,Atlus,Atlus Co.,8.0,,0.28,0.28,2010.0
7157,Ice Age: Dawn of the Dinosaurs,Platform,E10,Wii,Activision,Eurocom Entertainment Software,7.2,,0.28,0.28,2009.0
7160,Etrian Mystery Dungeon,Role-Playing,E10,3DS,Atlus,Spike Chunsoft,7.6,,0.28,0.28,2015.0
7166,Mass Effect 3,Role-Playing,M,WiiU,Electronic Arts,BioWare,9.2,,0.28,0.28,2012.0
7171,FIFA 07 Soccer,Sports,E,X360,EA Sports,EA Canada,7.1,,0.28,0.28,2006.0
7173,Over the Hedge,Platform,E,DS,Activision,Vicarious Visions,7.1,,0.28,0.28,2006.0
7175,Siren: Blood Curse,Action-Adventure,M,PS3,Sony Computer Entertainment,SCE Japan Studio,8.3,,0.28,0.28,2008.0
7196,Metal Gear Solid V: Ground Zeroes,Action-Adventure,M,XOne,Konami Digital Entertainment,Kojima Productions,7.7,,0.27,0.27,2014.0
7206,Dead Rising 2: Off the Record,Action,M,X360,Capcom,Blue Castle Games,7.6,,0.27,0.27,2011.0
7220,Batman: Arkham Origins Blackgate,Action-Adventure,T,3DS,Warner Bros. Interactive Entertainment,Armature Studio,7.0,,0.27,0.27,2013.0
7222,Iron Man 2,Action,T,X360,Sega,"Sega Studios, San Francisco",5.1,,0.27,0.27,2010.0
7224,Etrian Odyssey V: Beyond the Myth,Role-Playing,T,3DS,Atlus,Atlus,7.9,,0.27,0.27,2017.0
7231,Transformers: Cybertron Adventures,Action,T,Wii,Activision,High Moon Studios,3.7,,0.27,0.27,2010.0
7233,Shadows of the Damned,Action,M,PS3,Electronic Arts,Grasshopper Manufacture,7.9,,0.27,0.27,2011.0
7239,Pac-Pix,Puzzle,E,DS,Namco,Namco,6.8,,0.27,0.27,2005.0
7242,NASCAR 2011: The Game,Racing,E,PS3,Activision,Eutechnyx,6.0,,0.27,0.27,2011.0
7250,The Club,Shooter,M,X360,Sega,Bizarre Creations,7.5,,0.27,0.27,2008.0
7254,NHL 07,Sports,E10,X360,EA Sports,EA Canada,8.0,,0.27,0.27,2006.0
7255,NHL 2K11,Sports,E10,Wii,2K Sports,Visual Concepts,6.3,,0.27,0.27,2010.0
7259,Brain Age: Concentration Training,Misc,E,3DS,Nintendo,Nintendo,7.5,,0.27,0.27,2013.0
7265,Tiger Woods PGA Tour 07,Sports,E,PSP,EA Sports,Team Fusion,7.6,,0.27,0.27,2006.0
7269,Skylanders SWAP Force,Platform,E10,3DS,Activision,n-Space,7.7,,0.27,0.27,2013.0
7273,Condemned: Criminal Origins,Action,M,X360,Sega,Monolith Productions,8.2,,0.27,,2005.0
7279,The Conduit,Shooter,T,Wii,Sega,High Voltage Software,6.6,8.2,0.27,,2009.0
7281,Gun,Shooter,M,X360,Activision,Neversoft Entertainment,7.5,,0.27,0.27,2005.0
7287,Dragon Ball Z: Tenkaichi Tag Team,Fighting,T,PSP,Namco Bandai,Dimps Corporation,6.0,,0.27,0.27,2010.0
7293,Dragon Age Origins: Awakening,Role-Playing,M,PS3,Electronic Arts,BioWare Corp.,8.3,,0.27,0.27,2010.0
7295,NFL Street 3,Sports,E,PSP,EA Sports BIG,EA Tiburon,6.7,,0.27,0.27,2006.0
7320,Call of Juarez: The Cartel,Shooter,M,X360,Ubisoft,Techland,5.2,,0.27,0.27,2011.0
7344,MLB 09: The Show,Sports,E,PSP,Sony Computer Entertainment,SCE San Diego Studio,8.8,,0.27,0.27,2009.0
7348,Plants vs. Zombies,Strategy,E10,X360,PopCap Games,PopCap Games,8.9,,0.27,0.27,2010.0
7356,Suikoden Tierkreis,Role-Playing,E10,DS,Konami,Konami,7.7,,0.27,0.27,2009.0
7357,R.U.S.E.,Strategy,T,X360,Ubisoft,Eugen Systems,8.0,,0.27,0.27,2010.0
7358,Ratatouille,Platform,E,X360,THQ,Heavy Iron Studios,5.3,,0.27,0.27,2007.0
7360,The World Ends with You: Final Remix,Role-Playing,T,NS,Nintendo,Square Enix,7.4,,0.27,0.27,2018.0
7363,Section 8,Shooter,T,X360,SouthPeak Interactive,TimeGate Studios,7.1,,0.27,0.27,2009.0
7374,America's Test Kitchen: Let's Get Cooking,Simulation,E,DS,Nintendo,Indies Zero,8.5,,0.27,0.27,2010.0
7385,All-Pro Football 2K8,Sports,E10,X360,2K Sports,Visual Concepts,7.5,,0.26,0.26,2007.0
7391,Etrian Odyssey: Millennium Girl,Role-Playing,T,3DS,Atlus,Atlus,8.1,,0.26,0.26,2013.0
7401,The Incredible Hulk,Action,T,PS3,Sega,Edge of Reality,5.6,,0.26,0.26,2008.0
7409,Etrian Odyssey II: Heroes of Lagaard,Role-Playing,E10,DS,Atlus,Atlus Co. / Lancarse,8.4,,0.26,0.26,2008.0
7410,Superman Returns,Action,T,X360,Electronic Arts,EA Tiburon,5.0,,0.26,0.26,2006.0
7416,Shin Megami Tensei: Devil Survivor,Role-Playing,T,DS,Atlus,Atlus Co.,8.4,8.8,0.26,0.26,2009.0
7423,Deadly Premonition,Action,M,X360,Ignition Entertainment,Access Games,6.0,7.8,0.26,0.26,2010.0
7429,TV Superstars,Misc,E,PS3,Sony Computer Entertainment,SCEE Cambridge,6.2,,0.26,0.26,2010.0
7430,Major League Baseball 2K10,Sports,E,Wii,2K Sports,Visual Concepts,5.0,,0.26,0.26,2010.0
7435,Stella Glow,Role-Playing,T,3DS,Atlus,imageepoch Inc.,7.5,,0.26,0.26,2015.0
7453,Naruto: Ultimate Ninja Heroes (US sales),Fighting,T,PSP,Namco Bandai,CyberConnect2,7.0,,0.26,0.26,2007.0
7459,Spider-Man: Web of Shadows,Action,T,PS3,Activision,Shaba Games / Treyarch,6.9,,0.26,0.26,2008.0
7472,Petz: Crazy Monkeyz,Simulation,E,Wii,Ubisoft,Ubisoft,3.5,,0.26,0.26,2008.0
7477,Chromehounds,Simulation,T,X360,Sega,From Software,6.4,,0.26,,2006.0
7501,Resident Evil: Revelations,Shooter,M,X360,Capcom,Capcom,7.4,,0.26,0.26,2013.0
7506,Metroid Prime Pinball,Misc,E,DS,Nintendo,Fuse Games Limited,7.6,,0.26,0.26,2005.0
7513,Resident Evil: Deadly Silence,Action,M,DS,Capcom,Capcom,6.7,,0.26,0.26,2006.0
7525,Rayman DS,Platform,E,DS,Ubisoft,Ubisoft Montreal,5.4,,0.26,0.26,2005.0
7530,Tom Clancy's Splinter Cell: Double Agent,Action,M,PS3,Ubisoft,Ubisoft Shanghai,8.3,,0.26,0.26,2007.0
7541,Legendary,Shooter,M,X360,Gamecock,Spark Unlimited,4.0,,0.26,0.26,2008.0
7552,Peter Jackson's King Kong: The Official Game of the Movie,Action,T,X360,Ubisoft,Ubisoft Montpellier,7.9,,0.26,0.26,2005.0
7557,Indiana Jones and the Staff of Kings,Action,T,PSP,LucasArts,Amaze,7.4,,0.26,0.26,2009.0
7558,Polarium,Puzzle,E,DS,Nintendo,Mitchell,7.6,,0.26,0.26,2005.0
7586,Spelling Challenges and more!,Misc,E,PSP,Crave Entertainment,Supersonic Software,4.5,,0.25,0.25,2007.0
7594,Game & Wario,Party,E,WiiU,Nintendo,Intelligent Systems,6.2,,0.25,0.25,2013.0
7595,Final Fantasy Crystal Chronicles: Echoes of Time,Role-Playing,E10,Wii,Square Enix,Square Enix,6.9,,0.25,0.25,2009.0
7599,Hunted: The Demon's Forge,Role-Playing,M,PS3,Bethesda Softworks,InXile Entertainment,6.1,,0.25,0.25,2011.0
7600,NASCAR 09,Racing,E,X360,EA Sports,EA Tiburon,7.1,,0.25,0.25,2008.0
7620,Sonic Boom: Fire & Ice,Platform,E,3DS,Sega,Sanzaru Games,6.9,,0.25,0.25,2016.0
7624,LEGO The Hobbit,Action-Adventure,E10,3DS,Warner Bros. Interactive Entertainment,TT Fusion,7.0,,0.25,0.25,2014.0
7630,Mega Man Legacy Collection 1+2,Platform,E10,NS,Capcom,Digital Eclipse Software,8.5,,0.25,0.25,2018.0
7632,Ace Combat: Assault Horizon Legacy,Simulation,T,3DS,Namco Bandai,Namco Bandai Games,7.0,,0.25,0.25,2011.0
7635,Pro Evolution Soccer 2014,Sports,E,X360,Konami Digital Entertainment,Konami,7.9,,0.25,0.25,2013.0
7636,Prison Break: The Conspiracy,Adventure,T,PS3,Deep Silver,ZootFly,3.3,,0.25,0.25,2010.0
7641,Sid Meier's Civilization VI,Strategy,E10,NS,2K Games,Firaxis Games,9.4,,0.25,0.25,2018.0
7646,Dead or Alive Xtreme 2,Sports,M,X360,Tecmo,Team Ninja,5.3,,0.25,0.25,2006.0
7649,Spirit Camera: The Cursed Memoir,Action-Adventure,T,3DS,Nintendo,Tecmo Koei Games,5.7,,0.25,0.25,2012.0
7665,Crash Tag Team Racing,Racing,E10,PSP,VU Games,Radical Entertainment,6.3,,0.25,0.25,2005.0
7670,MotoGP '07,Racing,E,X360,THQ,Climax Studios,7.7,8.0,0.25,0.25,2007.0
7673,Spider-Man: Web of Shadows,Action,T,Wii,Activision,Shaba Games / Treyarch,6.0,,0.25,0.25,2008.0
7682,Disgaea 2: Dark Hero Days,Role-Playing,T,PSP,NIS America,Nippon Ichi Software,8.1,,0.25,0.25,2009.0
7692,Persona Q: Shadow of the Labyrinth,Role-Playing,M,3DS,Atlus,Atlus,8.3,,0.25,,2014.0
7696,Cars,Racing,E,X360,THQ,Rainbow Studios,7.0,,0.25,0.25,2006.0
7707,Spider-Man: Edge of Time,Action,T,X360,Activision,Beenox,5.8,,0.25,0.25,2011.0
7721,Don King Presents: Prizefighter,Sports,T,X360,2K Games,Venom Games,4.0,,0.25,0.25,2008.0
7754,Armored Core 4,Simulation,T,X360,Sega,From Software,6.5,,0.25,0.25,2007.0
7761,The Chronicles of Riddick: Assault on Dark Athena,Shooter,M,PS3,Atari,Starbreeze Studios AB,8.0,,0.25,0.25,2009.0
7800,7th Dragon III Code: VFD,Role-Playing,T,3DS,Sega,Sega,7.5,,0.24,0.24,2016.0
7811,Far Cry Instincts Predator,Shooter,M,X360,Ubisoft,Ubisoft Montreal,8.0,,0.24,0.24,2006.0
7812,X-Men: Destiny,Action,T,PS3,Activision,Silicon Knights,5.1,,0.24,0.24,2011.0
7813,Lunar: Silver Star Harmony,Role-Playing,T,PSP,Xseed Games,Game Arts,7.9,,0.24,0.24,2010.0
7824,MLB,Sports,E,PSP,Sony Computer Entertainment,989 Sports,8.0,,0.24,0.24,2005.0
7831,Virtua Tennis 4,Sports,E,X360,Sega,Sega-AM2,6.5,,0.24,0.24,2011.0
7838,Fuel,Racing,E,PS3,Codemasters,Asobo Studios,6.6,,0.24,0.24,2009.0
7843,NBA Live 10,Sports,E,PSP,EA Sports,EA Canada,5.9,,0.24,0.24,2009.0
7857,Command & Conquer 3: Kane's Wrath,Strategy,T,X360,Electronic Arts,EA Los Angeles,7.0,,0.24,0.24,2008.0
7862,Dreamcast Collection,Misc,T,X360,Sega,Sega,5.3,,0.24,0.24,2011.0
7870,Dynasty Warriors 7,Action,T,X360,Tecmo Koei,Omega Force,5.9,,0.24,0.24,2011.0
7890,Final Fantasy Fables: Chocobo Tales,Adventure,E,DS,Square Enix,High Horse Entertainment,7.4,,0.24,0.24,2007.0
7897,Resident Evil Archives: Resident Evil Zero,Action,M,Wii,Capcom,Capcom Production Studio 4,5.8,,0.24,0.24,2009.0
7898,Driver '76,Racing,M,PSP,Ubisoft,Sumo Digital,5.5,,0.24,0.24,2007.0
7920,Spider-Man: Shattered Dimensions,Action,T,Wii,Activision,Beenox Studios,7.5,,0.24,0.24,2010.0
7921,The Adventures of Tintin: The Game,Adventure,E10,X360,Ubisoft,Ubisoft,5.0,,0.24,0.24,2011.0
7923,Valhalla Knights,Role-Playing,E10,PSP,Xseed Games,K2 LLC,5.2,,0.24,0.24,2007.0
7927,Darksiders II: Deathinitive Edition,Action-Adventure,M,PS4,Nordic Games,Gunfire Games,7.5,,0.24,0.24,2015.0
7941,Luminous Arc,Role-Playing,T,DS,Atlus,imageepoch Inc.,6.8,,0.24,0.24,2007.0
7944,Avalon Code,Role-Playing,E10,DS,Marvelous Interactive,Matrix Software,7.1,,0.24,0.24,2009.0
7947,MX vs. ATV Reflex,Racing,E,PSP,THQ,Rainbow Studio,5.3,,0.24,0.24,2009.0
7948,Pure Futbol,Sports,E,PS3,Ubisoft,Ubisoft Vancouver,4.0,,0.24,0.24,2010.0
7951,A Way Out,Action,M,XOne,Electronic Arts,Hazelight,8.1,,0.24,0.24,2018.0
7953,Ghost Rider,Action,T,PSP,2K Games,Climax Group,5.0,,0.24,0.24,2007.0
7954,X-Men: Destiny,Action,T,X360,Activision,Silicon Knights,4.9,,0.24,0.24,2011.0
7955,Midway Arcade Treasures: Extended Play,Misc,M,PSP,Midway Games,Digital Eclipse,5.6,,0.24,0.24,2005.0
7960,Disney Epic Mickey 2: The Power of Two,Platform,E,WiiU,Disney Interactive Studios,Junction Point Studios,5.9,,0.24,0.24,2012.0
7974,G.I. Joe: The Rise of Cobra,Action,T,X360,Electronic Arts,Double Helix Games,3.8,,0.24,0.24,2009.0
7977,Ar tonelico Qoga: Knell of Ar Ciel,Role-Playing,M,PS3,NIS America,Gust,7.0,,0.24,0.24,2011.0
7978,Dynasty Warriors 6 Empires,Action,T,X360,KOEI,Omega Force,6.3,,0.24,0.24,2009.0
7980,Tiger Woods PGA Tour 10,Sports,E,PSP,EA Sports,EA Tiburon,8.1,,0.24,0.24,2009.0
7981,Singularity,Shooter,M,PS3,Activision,Raven Software,7.8,,0.24,0.24,2010.0
7986,Disgaea: Afternoon of Darkness,Role-Playing,T,PSP,NIS America,Nippon Ichi Software,8.7,,0.24,0.24,2007.0
7992,Broken Sword: Shadow of the Templars - The Director's Cut,Adventure,T,Wii,Ubisoft,Revolution Software,7.5,,0.24,0.24,2009.0
7995,Divinity II: Ego Draconis,Role-Playing,M,X360,CDV Software Entertainment,Larian Studios,6.0,,0.24,0.24,2010.0
7997,Prince of Persia: The Forgotten Sands,Action,T,Wii,Ubisoft,Quebec City,7.5,,0.24,0.24,2010.0
7999,Afro Samurai,Action,M,X360,Namco Bandai,Namco Bandai Games,6.4,,0.24,0.24,2009.0
