rank of the week,name,weekly sales,total sales,week after release
29,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","111,526","1,041,835",9
30,"WWE 2K19 (PS4)Take-Two Interactive, Fighting","99,617","719,217",8
31,"Just Dance 2019 (NS)Ubisoft, Music",Pro,N/A,6
32,"Astro Bot Rescue Mission (PS4)Sony Interactive Entertainment, Platform",Pro,N/A,9
33,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc",Pro,N/A,112
34,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action",Pro,N/A,92
35,"Spyro Reignited Trilogy (XOne)Activision, Platform",Pro,N/A,3
36,"Splatoon 2 (NS)Nintendo, Shooter",Pro,N/A,72
37,"Fortnite (PS4)Gearbox Software, Action",Pro,N/A,72
38,"Fortnite (NS)Warner Bros. Interactive Entertainment, Shooter",Pro,N/A,3
39,"FIFA 19 (NS)Electronic Arts, Sports",Pro,N/A,10
40,"Persona Q2: New Cinema Labyrinth (3DS)Atlus, Role-Playing",Pro,N/A,1
41,"Farming Simulator 19 (PC)Focus Home Interactive, Simulation",Pro,N/A,2
42,"LEGO The Incredibles (NS)Warner Bros. Interactive Entertainment, Action",Pro,N/A,25
43,"Madden NFL 19 (XOne)Electronic Arts, Sports",Pro,N/A,17
44,"Crash Bandicoot N. Sane Trilogy (NS)Activision, Platform",Pro,N/A,23
45,"Hitman 2 (PS4)Warner Bros. Interactive Entertainment, Action-Adventure",Pro,N/A,3
46,"Grand Theft Auto V (PS4)Take-Two Interactive, Action",Pro,N/A,211
47,"Diablo III: Eternal Collection (NS)Activision, Action",Pro,N/A,5
48,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,366
49,"Nintendo Labo: Toy-Con 01 Variety Kit (NS)Nintendo, Misc",Pro,N/A,33
50,"Starlink: Battle for Atlas (NS)Ubisoft, Action-Adventure",Pro,N/A,7
51,"Donkey Kong Country: Tropical Freeze (NS)Nintendo, Platform",Pro,N/A,31
52,"Darksiders III (XOne)THQ Nordic, Action",Pro,N/A,1
53,"Mario Tennis Aces (NS)Nintendo, Sports",Pro,N/A,24
54,"Dragon Ball FighterZ (NS)Bandai Namco Entertainment, Fighting",Pro,N/A,10
55,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing",Pro,N/A,55
56,"Dragon Quest XI (PS4)Square Enix, Role-Playing",Pro,N/A,71
57,"Uncharted: The Lost Legacy (PS4)Sony Interactive Entertainment, Action",Pro,N/A,67
58,"LEGO DC Super-Villains (NS)Warner Bros. Interactive Entertainment, Action-Adventure",Pro,N/A,7
59,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform",Pro,N/A,75
60,"Farming Simulator 19 (PS4)Focus Home Interactive, Simulation",Pro,N/A,2
61,"Fortnite (XOne)Gearbox Software, Action",Pro,N/A,72
62,"Grand Theft Auto V (XOne)Take-Two Interactive, Action",Pro,N/A,211
63,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,218
64,"Shadow of the Tomb Raider (XOne)Square Enix, Action-Adventure",Pro,N/A,12
65,"Nintendo Labo: Toy-Con 03 Vehicle Kit (NS)Nintendo, Racing",Pro,N/A,12
66,"Mario + Rabbids Kingdom Battle (NS)Ubisoft, Strategy",Pro,N/A,66
67,"Far Cry 5 (PS4)Ubisoft, Action",Pro,N/A,36
68,"Farming Simulator 19 (XOne)Focus Home Interactive, Simulation",Pro,N/A,2
69,"WWE 2K19 (XOne)Take-Two Interactive, Fighting",Pro,N/A,8
70,"1-2-Switch (NS)Nintendo, Party",Pro,N/A,92
71,"Luigi's Mansion (3DS)Nintendo, Adventure",Pro,N/A,8
72,"Resident Evil VII: Biohazard (PS4)Capcom, Action",Pro,N/A,97
73,"LEGO The Incredibles (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,25
74,"LEGO Harry Potter Collection (NS)Warner Bros. Interactive Entertainment, Action",Pro,N/A,5
75,"Monster Hunter: World (PS4)Capcom, Action",Pro,N/A,45
1,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","853,779","9,773,400",5
2,"Battlefield V (PS4)Electronic Arts, Shooter","834,164","834,164",1
3,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","775,909","2,297,797",2
4,"FIFA 19 (PS4)Electronic Arts, Sports","775,269","6,938,333",9
5,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","748,592","6,585,887",12
6,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","693,571","6,520,229",7
7,"Super Mario Party (NS)Nintendo, Party","555,420","2,339,546",8
8,"Battlefield V (XOne)Electronic Arts, Shooter","533,885","533,885",1
9,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","483,416","10,557,595",83
10,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","481,704","1,504,323",2
11,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","429,249","3,352,183",7
12,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","390,771","4,045,093",5
13,"Farming Simulator 19 (PC)Focus Home Interactive, Simulation","349,281","349,281",1
14,"Spyro Reignited Trilogy (PS4)Activision, Platform","349,094","1,199,596",2
15,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","255,205","5,468,883",32
16,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","241,430","2,223,229",8
17,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","238,613","1,202,989",8
18,"Fallout 76 (PS4)Bethesda Softworks, Role-Playing","236,700","832,943",2
19,"NBA 2K19 (PS4)Take-Two Interactive, Sports","197,340","1,826,468",11
20,"Super Mario Odyssey (NS)Nintendo, Platform","180,412","10,777,762",57
21,"Madden NFL 19 (PS4)Electronic Arts, Sports","176,685","1,732,302",16
22,"Astro Bot Rescue Mission (PS4)Sony Interactive Entertainment, Platform","169,797","356,466",8
23,"Fallout 76 (XOne)Bethesda Softworks, Role-Playing","168,900","504,372",2
24,"FIFA 19 (XOne)Electronic Arts, Sports","166,610","1,686,072",9
25,"Farming Simulator 19 (PS4)Focus Home Interactive, Simulation","165,389","165,389",1
26,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","156,919","8,665,175",91
27,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc","151,113","1,798,050",111
28,"Shadow of the Tomb Raider (PS4)Square Enix, Action-Adventure","144,986","1,329,544",11
29,"Minecraft (NS)Mojang, Sandbox","139,397","1,147,799",23
30,"WWE 2K19 (PS4)Take-Two Interactive, Fighting","132,938","619,600",7
31,"Detroit: Become Human (PS4)Sony Interactive Entertainment, Adventure",Pro,N/A,27
32,"MineCraft (XOne)Microsoft Studios, Misc",Pro,N/A,210
33,"NBA 2K19 (XOne)Take-Two Interactive, Sports",Pro,N/A,11
34,"Just Dance 2019 (NS)Ubisoft, Music",Pro,N/A,5
35,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure",Pro,N/A,8
36,"Farming Simulator 19 (XOne)Focus Home Interactive, Simulation",Pro,N/A,1
37,"Spyro Reignited Trilogy (XOne)Activision, Platform",Pro,N/A,2
38,"FIFA 19 (NS)Electronic Arts, Sports",Pro,N/A,9
39,"Splatoon 2 (NS)Nintendo, Shooter",Pro,N/A,71
40,"Starlink: Battle for Atlas (NS)Ubisoft, Action-Adventure",Pro,N/A,6
41,"Diablo III: Eternal Collection (NS)Activision, Action",Pro,N/A,4
42,"Fortnite (PS4)Gearbox Software, Action",Pro,N/A,71
43,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action",Pro,N/A,91
44,"Fortnite (NS)Warner Bros. Interactive Entertainment, Shooter",Pro,N/A,2
45,"Madden NFL 19 (XOne)Electronic Arts, Sports",Pro,N/A,16
46,"Uncharted: The Lost Legacy (PS4)Sony Interactive Entertainment, Action",Pro,N/A,66
47,"Grand Theft Auto V (PS4)Take-Two Interactive, Action",Pro,N/A,210
48,"Hitman 2 (PS4)Warner Bros. Interactive Entertainment, Action-Adventure",Pro,N/A,2
49,"LEGO The Incredibles (NS)Warner Bros. Interactive Entertainment, Action",Pro,N/A,24
50,"Crash Bandicoot N. Sane Trilogy (NS)Activision, Platform",Pro,N/A,22
51,"Nintendo Labo: Toy-Con 01 Variety Kit (NS)Nintendo, Misc",Pro,N/A,32
52,"LEGO The Incredibles (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,24
53,"Resident Evil VII: Biohazard (PS4)Capcom, Action",Pro,N/A,96
54,"Shadow of the Tomb Raider (XOne)Square Enix, Action-Adventure",Pro,N/A,11
55,"LEGO DC Super-Villains (PS4)Warner Bros. Interactive Entertainment, Action-Adventure",Pro,N/A,6
56,"Mario Tennis Aces (NS)Nintendo, Sports",Pro,N/A,23
57,"Donkey Kong Country: Tropical Freeze (NS)Nintendo, Platform",Pro,N/A,30
58,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,217
59,"Bendy and the Ink Machine (PS4)Rooster Teeth Games, Puzzle",Pro,N/A,1
60,"The Elder Scrolls V: Skyrim PSVR (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,54
61,"Mario + Rabbids Kingdom Battle (NS)Ubisoft, Strategy",Pro,N/A,65
62,"Far Cry 5 (PS4)Ubisoft, Action",Pro,N/A,35
63,"Bendy and the Ink Machine (XOne)Rooster Teeth Games, Puzzle",Pro,N/A,1
64,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,365
65,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform",Pro,N/A,74
66,"WWE 2K19 (XOne)Take-Two Interactive, Fighting",Pro,N/A,7
67,"LEGO Harry Potter Collection (NS)Warner Bros. Interactive Entertainment, Action",Pro,N/A,4
68,"Bendy and the Ink Machine (NS)Rooster Teeth Games, Puzzle",Pro,N/A,1
69,"Shadow of the Colossus (PS4)Sony Interactive Entertainment, Action-Adventure",Pro,N/A,42
70,"Monster Hunter: World (PS4)Capcom, Action",Pro,N/A,44
71,"1-2-Switch (NS)Nintendo, Party",Pro,N/A,91
72,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing",Pro,N/A,54
73,"LEGO DC Super-Villains (NS)Warner Bros. Interactive Entertainment, Action-Adventure",Pro,N/A,6
74,"NBA 2K19 (NS)Take-Two Interactive, Sports",Pro,N/A,11
75,"EA Sports UFC 3 (PS4)Electronic Arts, Sports",Pro,N/A,43
1,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","1,521,888","1,521,888",1
2,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","1,022,619","1,022,619",1
3,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","939,837","8,919,621",4
4,"Spyro Reignited Trilogy (PS4)Activision, Platform","850,502","850,502",1
5,"Fallout 76 (PS4)Bethesda Softworks, Role-Playing","596,243","596,243",1
6,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","425,118","3,654,322",4
7,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","386,153","5,826,658",6
8,"Fallout 76 (XOne)Bethesda Softworks, Role-Playing","335,472","335,472",1
9,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","255,306","2,922,934",6
10,"FIFA 19 (PS4)Electronic Arts, Sports","224,323","6,163,064",8
11,"Spyro Reignited Trilogy (XOne)Activision, Platform","191,323","191,323",1
12,"Fortnite (NS)Warner Bros. Interactive Entertainment, Shooter","184,624","184,624",1
13,"Super Mario Party (NS)Nintendo, Party","170,963","1,784,126",7
14,"Hitman 2 (PS4)Warner Bros. Interactive Entertainment, Action-Adventure","139,674","139,674",1
15,"Fallout 76 (PC)Bethesda Softworks, Role-Playing","130,169","130,169",1
16,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","128,642","10,074,179",82
17,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","128,074","5,837,295",11
18,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","127,372","1,981,799",7
19,"Fortnite (PS4)Gearbox Software, Action","94,647","373,467",70
20,"Super Mario Odyssey (NS)Nintendo, Platform","83,019","10,597,350",56
21,"Minecraft (NS)Mojang, Sandbox","72,753","1,008,402",22
22,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","69,051","8,508,256",90
23,"FIFA 19 (XOne)Electronic Arts, Sports","61,494","1,519,462",8
24,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","60,237","964,376",7
25,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc","59,642","1,646,937",110
26,"Diablo III: Eternal Collection (NS)Activision, Action","59,430","251,545",3
27,"Just Dance 2019 (NS)Ubisoft, Music","58,251","129,809",4
28,"WWE 2K19 (PS4)Take-Two Interactive, Fighting","57,207","486,662",6
29,"Hitman 2 (XOne)Warner Bros. Interactive Entertainment, Action-Adventure","56,669","56,669",1
30,"NBA 2K19 (PS4)Take-Two Interactive, Sports","55,665","1,629,128",10
31,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action",Pro,N/A,31
32,"Sid Meier's Civilization VI (NS)Take-Two Interactive, Strategy",Pro,N/A,1
33,"Fortnite (XOne)Gearbox Software, Action",Pro,N/A,70
34,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure",Pro,N/A,7
35,"Splatoon 2 (NS)Nintendo, Shooter",Pro,N/A,70
36,"Astro Bot Rescue Mission (PS4)Sony Interactive Entertainment, Platform",Pro,N/A,7
37,"Madden NFL 19 (PS4)Electronic Arts, Sports",Pro,N/A,15
38,"Shadow of the Tomb Raider (PS4)Square Enix, Action-Adventure",Pro,N/A,10
39,"Detroit: Become Human (PS4)Sony Interactive Entertainment, Adventure",Pro,N/A,26
40,"Grand Theft Auto V (PS4)Take-Two Interactive, Action",Pro,N/A,209
41,"NBA 2K19 (XOne)Take-Two Interactive, Sports",Pro,N/A,10
42,"Crash Bandicoot N. Sane Trilogy (NS)Activision, Platform",Pro,N/A,21
43,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,364
44,"FIFA 19 (NS)Electronic Arts, Sports",Pro,N/A,8
45,"Luigi's Mansion (3DS)Nintendo, Adventure",Pro,N/A,6
46,"Mario Tennis Aces (NS)Nintendo, Sports",Pro,N/A,22
47,"Resident Evil VII: Biohazard (PS4)Capcom, Action",Pro,N/A,95
48,"Madden NFL 19 (XOne)Electronic Arts, Sports",Pro,N/A,15
49,"LEGO DC Super-Villains (PS4)Warner Bros. Interactive Entertainment, Action-Adventure",Pro,N/A,5
50,"SoulCalibur VI (PS4)Namco Bandai Games, Fighting",Pro,N/A,5
51,"Nintendo Labo: Toy-Con 01 Variety Kit (NS)Nintendo, Misc",Pro,N/A,31
52,"Donkey Kong Country: Tropical Freeze (NS)Nintendo, Platform",Pro,N/A,29
53,"LEGO The Incredibles (NS)Warner Bros. Interactive Entertainment, Action",Pro,N/A,23
54,"EA Sports UFC 3 (PS4)Electronic Arts, Sports",Pro,N/A,42
55,"WWE 2K19 (XOne)Take-Two Interactive, Fighting",Pro,N/A,6
56,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing",Pro,N/A,53
57,"NBA 2K Playgrounds 2 (NS)Take-Two Interactive, Sports",Pro,N/A,2
58,"Monster Hunter: World (PS4)Capcom, Action",Pro,N/A,43
59,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform",Pro,N/A,73
60,"LEGO DC Super-Villains (NS)Warner Bros. Interactive Entertainment, Action-Adventure",Pro,N/A,5
61,"Starlink: Battle for Atlas (NS)Ubisoft, Action-Adventure",Pro,N/A,5
62,"Grand Theft Auto V (XOne)Take-Two Interactive, Action",Pro,N/A,209
63,"Far Cry 5 (PS4)Ubisoft, Action",Pro,N/A,34
64,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,216
65,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action",Pro,N/A,90
66,"Shadow of the Tomb Raider (XOne)Square Enix, Action-Adventure",Pro,N/A,10
67,"Destiny 2 (PS4)Activision, Shooter",Pro,N/A,63
68,"Ni no Kuni II: Revenant Kingdom (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,35
69,"LEGO DC Super-Villains (XOne)Warner Bros. Interactive Entertainment, Action-Adventure",Pro,N/A,5
70,"Kirby (NS)Nintendo, Platform",Pro,N/A,36
71,"Star Wars Battlefront II (2017) (PS4)Electronic Arts, Shooter",Pro,N/A,53
72,"Doom (2016) (PS4)Bethesda Softworks, Shooter",Pro,N/A,132
73,"Mario + Rabbids Kingdom Battle (NS)Ubisoft, Strategy",Pro,N/A,64
74,"Nintendo Labo: Toy-Con 03 Vehicle Kit (NS)Nintendo, Racing",Pro,N/A,10
75,"My Hero One's Justice (PS4)Bandai Namco Entertainment, Fighting",Pro,N/A,13
1,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","1,374,514","7,979,784",3
2,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","706,758","3,229,204",3
3,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","450,073","5,440,505",5
4,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","242,284","2,667,628",5
5,"FIFA 19 (PS4)Electronic Arts, Sports","184,147","5,938,741",7
6,"Super Mario Party (NS)Nintendo, Party","131,782","1,613,163",6
7,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","114,347","5,709,221",10
8,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","83,387","9,945,537",81
9,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","78,425","1,854,427",6
10,"Super Mario Odyssey (NS)Nintendo, Platform","74,446","10,514,331",55
11,"Diablo III: Eternal Collection (NS)Activision, Action","66,790","192,115",2
12,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","53,989","8,439,205",89
13,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","53,094","904,139",6
14,"FIFA 19 (XOne)Electronic Arts, Sports","52,997","1,457,968",7
15,"Luigi's Mansion (3DS)Nintendo, Adventure","51,141","194,829",5
16,"Minecraft (NS)Mojang, Sandbox","45,252","935,649",21
17,"Splatoon 2 (NS)Nintendo, Shooter","42,045","6,392,247",69
18,"NBA 2K19 (PS4)Take-Two Interactive, Sports","42,011","1,573,463",9
19,"SoulCalibur VI (PS4)Namco Bandai Games, Fighting","40,673","517,903",4
20,"Madden NFL 19 (XOne)Electronic Arts, Sports","40,232","1,069,812",14
21,"NBA 2K19 (XOne)Take-Two Interactive, Sports","40,126","1,044,123",9
22,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","39,372","5,158,973",30
23,"WWE 2K19 (PS4)Take-Two Interactive, Fighting","34,592","429,455",5
24,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","32,650","18,836,420",208
25,"Shadow of the Tomb Raider (PS4)Square Enix, Action-Adventure","31,918","1,144,281",9
26,"Mario Kart (3DS)Nintendo, Racing","31,814","15,131,403",363
27,"Madden NFL 19 (PS4)Electronic Arts, Sports","31,587","1,513,648",14
28,"LEGO DC Super-Villains (PS4)Warner Bros. Interactive Entertainment, Action-Adventure","31,110","185,265",4
29,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","30,870","760,266",6
30,"Mario Tennis Aces (NS)Nintendo, Sports","29,413","1,512,344",21
31,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action",Pro,N/A,89
32,"Deracine (PS4)Sony Interactive Entertainment, Adventure",Pro,N/A,1
33,"Carnival Games (NS)Take-Two Interactive, Party",Pro,N/A,1
34,"Just Dance 2019 (NS)Ubisoft, Music",Pro,N/A,3
35,"Crash Bandicoot N. Sane Trilogy (NS)Activision, Platform",Pro,N/A,20
36,"Kingdom Hearts: The Story So Far (PS4)Square Enix, Role-Playing",Pro,N/A,2
37,"Tetris Effect (PS4)Sony Interactive Entertainment, Puzzle",Pro,N/A,1
38,"Fortnite (PS4)Gearbox Software, Action",Pro,N/A,69
39,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc",Pro,N/A,109
40,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing",Pro,N/A,52
41,"My Hero One's Justice (PS4)Bandai Namco Entertainment, Fighting",Pro,N/A,12
42,"LEGO Harry Potter Collection (NS)Warner Bros. Interactive Entertainment, Action",Pro,N/A,2
43,"Donkey Kong Country: Tropical Freeze (NS)Nintendo, Platform",Pro,N/A,28
44,"Kirby (NS)Nintendo, Platform",Pro,N/A,35
45,"LEGO DC Super-Villains (XOne)Warner Bros. Interactive Entertainment, Action-Adventure",Pro,N/A,4
46,"Detroit: Become Human (PS4)Sony Interactive Entertainment, Adventure",Pro,N/A,25
47,"LEGO DC Super-Villains (NS)Warner Bros. Interactive Entertainment, Action-Adventure",Pro,N/A,4
48,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,215
49,"PlayerUnknown's Battlegrounds (XOne)Microsoft Studios, Shooter",Pro,N/A,48
50,"Fortnite (XOne)Gearbox Software, Action",Pro,N/A,69
51,"Monster Hunter: World (PS4)Capcom, Action",Pro,N/A,42
52,"FIFA 19 (NS)Electronic Arts, Sports",Pro,N/A,7
53,"Dark Souls: Remastered (NS)Bandai Namco Entertainment, Role-Playing",Pro,N/A,4
54,"WWE 2K19 (XOne)Take-Two Interactive, Fighting",Pro,N/A,5
55,"Sea of Thieves (XOne)Microsoft Studios, Action-Adventure",Pro,N/A,34
56,"Grand Theft Auto V (XOne)Take-Two Interactive, Action",Pro,N/A,208
57,"Shadow of the Tomb Raider (XOne)Square Enix, Action-Adventure",Pro,N/A,9
58,"Crash Bandicoot N.Sane Trilogy (XOne)Activision, Platform",Pro,N/A,20
59,"Resident Evil VII: Biohazard (PS4)Capcom, Action",Pro,N/A,94
60,"Astro Bot Rescue Mission (PS4)Sony Interactive Entertainment, Platform",Pro,N/A,6
61,"Moonlighter (NS)Merge Games, Role-Playing",Pro,N/A,1
62,"SoulCalibur VI (XOne)Namco Bandai Games, Fighting",Pro,N/A,4
63,"Doom (2016) (PS4)Bethesda Softworks, Shooter",Pro,N/A,131
64,"Destiny 2 (PS4)Activision, Shooter",Pro,N/A,62
65,"Call of Duty: WWII (PS4)Activision, Shooter",Pro,N/A,54
66,"Starlink: Battle for Atlas (NS)Ubisoft, Action-Adventure",Pro,N/A,4
67,"My Hero One's Justice (NS)Bandai Namco Entertainment, Fighting",Pro,N/A,12
68,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform",Pro,N/A,72
69,"Destiny 2: Forsaken (PS4)Activision, Shooter",Pro,N/A,10
70,"NHL 19 (PS4)Electronic Arts, Sports",Pro,N/A,9
71,"Monster Hunter Double Cross (NS)Capcom, Action",Pro,N/A,64
72,"Captain Toad: Treasure Tracker (NS)Nintendo, Puzzle",Pro,N/A,18
73,"Gran Turismo Sport (PS4)Sony Interactive Entertainment, Racing",Pro,N/A,56
74,"EA Sports UFC 3 (PS4)Electronic Arts, Sports",Pro,N/A,41
75,"Bass Pro Shops: The Strike - Championship Edition (NS)Planet Entertainment, Simulation",Pro,N/A,1
1,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","1,994,306","6,605,270",2
2,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","899,517","2,522,446",2
3,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","495,642","4,990,432",4
4,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","270,174","2,425,344",4
5,"FIFA 19 (PS4)Electronic Arts, Sports","212,684","5,754,594",6
